"unusual_rt","unusual_acc","unusual_resp","unusual_cresp","approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","engineering","appropriateness","unusualness","Appropriate.ACC","Unusual.ACC"
1302,1,5,5,978,0,1,5,"24","HUHA_non-engineering","The morning dew slept on the meadow.",137,"Metaphorical","non","high","high","Inappropriate","Unusual"
1082,0,5,1,1412,1,5,5,"52","LUHA_engineering","The paper clip stuck to the magnet.",137,"Literal","eng","high","low","Appropriate","Unusual"
5599,0,5,1,719,1,5,5,"54","LUHA_engineering","The wind pushed the wheel.",137,"Literal","eng","high","low","Appropriate","Unusual"
3190,1,5,5,593,0,5,1,"49","HULA_non-engineering","The waves excused the beach.",137,"Anomalous","non","low","high","Appropriate","Unusual"
900,1,5,5,685,0,5,1,"50","HULA_non-engineering","The snow rubbed the ground.",137,"Anomalous","non","low","high","Appropriate","Unusual"
2592,1,5,5,662,1,1,1,"43","HULA_non-engineering","The melody enrolled through the air.",137,"Anomalous","non","low","high","Inappropriate","Unusual"
1286,0,5,1,1559,1,5,5,"73","LUHA_non-engineering","The siren howled over the city.",137,"Literal","non","high","low","Appropriate","Unusual"
1097,1,1,1,33,0,1,5,"55","LUHA_engineering","The speakers produced sound.",137,"Literal","eng","high","low","Inappropriate","Usual"
1858,0,5,1,1291,1,5,5,"74","LUHA_non-engineering","The song echoed in her ear.",137,"Literal","non","high","low","Appropriate","Unusual"
1926,0,1,5,863,0,5,1,"31","HULA_engineering","The technician folded the plane's wing.",137,"Anomalous","eng","low","high","Appropriate","Usual"
1223,0,5,1,633,1,5,5,"75","LUHA_non-engineering","The thunderclouds drifted across the fields.",137,"Literal","non","high","low","Appropriate","Unusual"
1509,0,5,1,1502,0,1,5,"57","LUHA_engineering","The ice slowed the river's flow.",137,"Literal","eng","high","low","Inappropriate","Unusual"
1165,1,1,1,1054,1,5,5,"63","LUHA_engineering","The soil was flattened by the roller.",137,"Literal","eng","high","low","Appropriate","Usual"
1227,1,5,5,735,0,1,5,"7","HUHA_engineering","The weather handicapped available transportation.",137,"Metaphorical","eng","high","high","Inappropriate","Unusual"
2281,1,5,5,1806,0,5,1,"32","HULA_engineering","The electricity was dared by the resistor.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
1241,0,1,5,447,0,5,1,"38","HULA_engineering","The car gutted all of the gas.",137,"Anomalous","eng","low","high","Appropriate","Usual"
990,0,1,5,725,1,5,5,"6","HUHA_engineering","The oil ferried from the pump.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
872,1,5,5,2555,1,1,1,"48","HULA_non-engineering","The stars served over the desert.",137,"Anomalous","non","low","high","Inappropriate","Unusual"
1109,1,1,1,735,1,5,5,"61","LUHA_engineering","The intense heat melted the plastic.",137,"Literal","eng","high","low","Appropriate","Usual"
1877,1,1,1,780,1,5,5,"76","LUHA_non-engineering","The sun shone behind the clouds.",137,"Literal","non","high","low","Appropriate","Usual"
1845,1,5,5,779,0,5,1,"42","HULA_non-engineering","The bee potted the flower.",137,"Anomalous","non","low","high","Appropriate","Unusual"
2994,0,1,5,705,1,5,5,"12","HUHA_engineering","The workers helped to awake the structure.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
2723,0,1,5,414,1,5,5,"20","HUHA_non-engineering","The foilage staggered from the trees",137,"Metaphorical","non","high","high","Appropriate","Usual"
1261,1,1,1,603,1,5,5,"68","LUHA_non-engineering","The storm blew away the dune.",137,"Literal","non","high","low","Appropriate","Usual"
814,1,5,5,513,0,1,5,"13","HUHA_engineering","The repairman freed the stuck hinge with grease.",137,"Metaphorical","eng","high","high","Inappropriate","Unusual"
4472,1,5,5,552,1,5,5,"15","HUHA_non-engineering","The woman dripped words into his ear.",137,"Metaphorical","non","high","high","Appropriate","Unusual"
1861,0,1,5,505,0,5,1,"45","HULA_non-engineering","The flag showered in the wind.",137,"Anomalous","non","low","high","Appropriate","Usual"
2477,1,5,5,1276,1,1,1,"28","HULA_engineering","The metal was parented by the brush.",137,"Anomalous","eng","low","high","Inappropriate","Unusual"
1721,1,5,5,1023,1,5,5,"2","HUHA_engineering","The car was interrupted by the brakes' force.",137,"Metaphorical","eng","high","high","Appropriate","Unusual"
1307,0,5,1,439,0,1,5,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",137,"Literal","eng","high","low","Inappropriate","Unusual"
1913,1,5,5,1,1,5,5,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",137,"Metaphorical","eng","high","high","Appropriate","Unusual"
1419,0,1,5,15,0,1,5,"9","HUHA_engineering","The fabric was zipped by glue.",137,"Metaphorical","eng","high","high","Inappropriate","Usual"
2073,0,1,5,833,1,5,5,"14","HUHA_non-engineering","The researcher born a theory.",137,"Metaphorical","non","high","high","Appropriate","Usual"
1083,1,5,5,594,0,5,1,"34","HULA_engineering","The dough goofed around in the mixer.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
1335,1,5,5,499,1,1,1,"44","HULA_non-engineering","The worm snored through the apple.",137,"Anomalous","non","low","high","Inappropriate","Unusual"
980,1,1,1,550,1,5,5,"72","LUHA_non-engineering","The dream pointed the direction.",137,"Literal","non","high","low","Appropriate","Usual"
1366,1,1,1,637,1,5,5,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",137,"Literal","eng","high","low","Appropriate","Usual"
3146,1,5,5,1255,0,5,1,"37","HULA_engineering","The screw flapped toward the spring.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
1066,1,5,5,522,0,1,5,"23","HUHA_non-engineering","The echo trembled through the cave.",137,"Metaphorical","non","high","high","Inappropriate","Unusual"
3074,1,5,5,2600,1,5,5,"25","HUHA_non-engineering","The musician teased the violin.",137,"Metaphorical","non","high","high","Appropriate","Unusual"
1540,0,1,5,806,0,5,1,"47","HULA_non-engineering","The volcano pummeled the lava.",137,"Anomalous","non","low","high","Appropriate","Usual"
2003,0,1,5,655,0,5,1,"51","HULA_non-engineering","The laughter graduated through the windows.",137,"Anomalous","non","low","high","Appropriate","Usual"
1927,1,5,5,1032,0,5,1,"46","HULA_non-engineering","The ivy glazed the tree.",137,"Anomalous","non","low","high","Appropriate","Unusual"
849,1,5,5,1954,1,5,5,"5","HUHA_engineering","The bus was stimulated by electricity.",137,"Metaphorical","eng","high","high","Appropriate","Unusual"
6622,0,1,5,873,1,5,5,"10","HUHA_engineering","The nails were abused by the hammer.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
908,1,5,5,638,0,5,1,"30","HULA_engineering","The dam spooked the water.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
1820,0,1,5,504,0,5,1,"27","HULA_engineering","The wind has eaten the turbine.",137,"Anomalous","eng","low","high","Appropriate","Usual"
1049,0,1,5,745,1,5,5,"26","HUHA_non-engineering","The feeling sank over time.",137,"Metaphorical","non","high","high","Appropriate","Usual"
506,1,1,1,568,1,5,5,"58","LUHA_engineering","The plants are affected by temperature.",137,"Literal","eng","high","low","Appropriate","Usual"
4023,1,5,5,2038,0,5,1,"115","HULA_non-engineering","The researcher disappointed a theory.",137,"Anomalous","non","low","high","Appropriate","Unusual"
1046,0,1,5,22,0,1,5,"89","HUHA_non-engineering","The water hugged the swimmer.",137,"Metaphorical","non","high","high","Inappropriate","Usual"
1053,0,1,5,853,1,5,5,"98","HUHA_non-engineering","The siren sang over the city.",137,"Metaphorical","non","high","high","Appropriate","Usual"
4203,0,5,1,403,1,5,5,"152","LUHA_non-engineering","The laughter burst through the windows.",137,"Literal","non","high","low","Appropriate","Unusual"
3636,1,5,5,533,0,5,1,"118","HULA_non-engineering","The fruits counted the cake.",137,"Anomalous","non","low","high","Appropriate","Unusual"
783,1,5,5,721,0,5,1,"125","HULA_non-engineering","The morning dew debated on the meadow.",137,"Anomalous","non","low","high","Appropriate","Unusual"
828,1,1,1,479,1,5,5,"132","LUHA_engineering","The technician repaired the plane's wing.",137,"Literal","eng","high","low","Appropriate","Usual"
1881,1,1,1,428,1,5,5,"134","LUHA_engineering","The pipe was secured with a seal.",137,"Literal","eng","high","low","Appropriate","Usual"
1889,0,1,5,612,1,5,5,"77","HUHA_engineering","The paper clip escaped to the magnet.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
1877,1,5,5,1494,1,5,5,"79","HUHA_engineering","The wind governed the wheel.",137,"Metaphorical","eng","high","high","Appropriate","Unusual"
2905,1,5,5,682,1,5,5,"80","HUHA_engineering","The speakers fostered sound.",137,"Metaphorical","eng","high","high","Appropriate","Unusual"
1545,1,5,5,1939,1,5,5,"88","HUHA_engineering","The soil was groomed by the roller.",137,"Metaphorical","eng","high","high","Appropriate","Unusual"
1280,1,1,1,419,1,5,5,"151","LUHA_non-engineering","The snow frosted the ground.",137,"Literal","non","high","low","Appropriate","Usual"
1225,0,1,5,715,1,5,5,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
1616,0,1,5,447,0,5,1,"116","HULA_non-engineering","The woman stitched words into his ear.",137,"Anomalous","non","low","high","Appropriate","Usual"
566,1,5,5,901,1,5,5,"96","HUHA_non-engineering","The sun drank the dew.",137,"Metaphorical","non","high","high","Appropriate","Unusual"
2710,1,5,5,680,1,1,1,"126","HULA_non-engineering","The musician baked the violin.",137,"Anomalous","non","low","high","Inappropriate","Unusual"
1104,0,1,5,403,1,5,5,"83","HUHA_engineering","The plants are motivated by temperature.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
427,0,1,5,586,1,5,5,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",137,"Metaphorical","eng","high","high","Appropriate","Usual"
348,0,1,5,705,1,5,5,"99","HUHA_non-engineering","The song bounced in her ear.",137,"Metaphorical","non","high","high","Appropriate","Usual"
743,0,1,5,452,0,5,1,"104","HULA_engineering","The shadows were jiggled by light.",137,"Anomalous","eng","low","high","Appropriate","Usual"
733,1,5,5,548,0,5,1,"121","HULA_non-engineering","The foliage trickled from the trees.",137,"Anomalous","non","low","high","Appropriate","Unusual"
1216,0,5,1,580,1,5,5,"144","LUHA_non-engineering","The melody floated through the air.",137,"Literal","non","high","low","Appropriate","Unusual"
914,1,1,1,6,0,1,5,"145","LUHA_non-engineering","The worm ate through the apple.",137,"Literal","non","high","low","Inappropriate","Usual"
1469,1,5,5,2369,0,5,1,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
1317,1,5,5,599,0,5,1,"108","HULA_engineering","The weather memorized available transportation.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
930,0,1,5,842,1,5,5,"93","HUHA_non-engineering","The storm chased away the dune.",137,"Metaphorical","non","high","high","Appropriate","Usual"
909,0,1,5,605,1,5,5,"86","HUHA_engineering","The intense heat mutilated the plastic.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
435,1,1,1,3,0,1,5,"137","LUHA_engineering","The rust damaged the metal.",137,"Literal","eng","high","low","Inappropriate","Usual"
780,0,1,5,730,0,5,1,"124","HULA_non-engineering","The echo brushed through the cave.",137,"Anomalous","non","low","high","Appropriate","Usual"
773,0,1,5,20,0,1,5,"92","HUHA_non-engineering","The cloud cover quenched the country.",137,"Metaphorical","non","high","high","Inappropriate","Usual"
2908,0,5,1,1594,1,5,5,"136","LUHA_engineering","The knives rested in their holder.",137,"Literal","eng","high","low","Appropriate","Unusual"
2114,0,5,1,632,1,5,5,"138","LUHA_engineering","The screw rolled toward the spring.",137,"Literal","eng","high","low","Appropriate","Unusual"
869,0,1,5,581,0,5,1,"113","HULA_engineering","The workers helped to coach the structure.",137,"Anomalous","eng","low","high","Appropriate","Usual"
825,0,1,5,527,1,5,5,"81","HUHA_engineering","The air system gifted the house with good ventilation.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
583,0,1,5,565,1,5,5,"95","HUHA_non-engineering","The earthquake inhaled the city.",137,"Metaphorical","non","high","high","Appropriate","Usual"
491,0,5,1,475,1,5,5,"143","LUHA_non-engineering","The bee abandoned the flower.",137,"Literal","non","high","low","Appropriate","Unusual"
1241,1,1,1,428,1,5,5,"135","LUHA_engineering","The dough spun around in the mixer.",137,"Literal","eng","high","low","Appropriate","Usual"
820,0,1,5,560,1,5,5,"101","HUHA_non-engineering","The sun sulked behind the clouds.",137,"Metaphorical","non","high","high","Appropriate","Usual"
509,0,1,5,469,0,5,1,"106","HULA_engineering","The bus was garnished by electricity.",137,"Anomalous","eng","low","high","Appropriate","Usual"
1646,0,1,5,1025,1,5,5,"82","HUHA_engineering","The ice quieted the river's flow.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
833,1,1,1,583,1,5,5,"150","LUHA_non-engineering","The waves flooded the beach.",137,"Literal","non","high","low","Appropriate","Usual"
292,0,1,5,658,1,5,5,"85","HUHA_engineering","The light inspired the stone to change color.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
1728,0,1,5,362,0,5,1,"103","HULA_engineering","The car was sewed by the brakes' force.",137,"Anomalous","eng","low","high","Appropriate","Usual"
467,1,1,1,625,1,5,5,"129","LUHA_engineering","The metal was polished by the brush.",137,"Literal","eng","high","low","Appropriate","Usual"
742,0,1,5,710,1,5,5,"97","HUHA_non-engineering","The dream highlighted the direction.",137,"Metaphorical","non","high","high","Appropriate","Usual"
979,1,5,5,685,0,5,1,"107","HULA_engineering","The oil voted from the pump.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
823,1,1,1,702,1,5,5,"140","LUHA_engineering","The computers are connected through a network.",137,"Literal","eng","high","low","Appropriate","Usual"
649,0,1,5,610,1,5,5,"91","HUHA_non-engineering","The garden died in the winter.",137,"Metaphorical","non","high","high","Appropriate","Usual"
1047,1,5,5,599,0,5,1,"110","HULA_engineering","The fabric was cooked by glue.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
1393,0,1,5,421,0,5,1,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",137,"Anomalous","eng","low","high","Appropriate","Usual"
1497,1,1,1,427,1,5,5,"130","LUHA_engineering","The new construction was sheltered by the cover.",137,"Literal","eng","high","low","Appropriate","Usual"
351,1,5,5,410,1,5,5,"84","HUHA_engineering","The metals were married into a weld.",137,"Metaphorical","eng","high","high","Appropriate","Unusual"
1060,0,5,1,315,1,5,5,"146","LUHA_non-engineering","The flag turned in the wind.",137,"Literal","non","high","low","Appropriate","Unusual"
651,1,1,1,429,1,5,5,"128","LUHA_engineering","The wind has moved the turbine.",137,"Literal","eng","high","low","Appropriate","Usual"
839,1,1,1,346,1,5,5,"142","LUHA_non-engineering","The shooting stars lit the sky.",137,"Literal","non","high","low","Appropriate","Usual"
529,1,5,5,254,0,5,1,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
761,0,1,5,325,0,5,1,"120","HULA_non-engineering","The sun rained on the earth.",137,"Anomalous","non","low","high","Appropriate","Usual"
388,1,1,1,525,1,5,5,"139","LUHA_engineering","The car wasted all of the gas.",137,"Literal","eng","high","low","Appropriate","Usual"
1627,1,1,1,457,1,5,5,"133","LUHA_engineering","The electricity was hindered by the resistor.",137,"Literal","eng","high","low","Appropriate","Usual"
772,1,5,5,391,0,5,1,"117","HULA_non-engineering","The rain braided her lips.",137,"Anomalous","non","low","high","Appropriate","Unusual"
1204,0,1,5,981,0,5,1,"123","HULA_non-engineering","The brook cycled through the forest.",137,"Anomalous","non","low","high","Appropriate","Usual"
899,0,1,5,693,0,5,1,"127","HULA_non-engineering","The feeling lunched over time.",137,"Anomalous","non","low","high","Appropriate","Usual"
